x	y	key	label	showSelected1	PANEL
0.5	1.1	1	logistique=1.2797, 28/50 erreurs=58%	réseau de neurones 1	1
0.5	1.1	1	logistique=0.5753, 18/50 erreurs=36%	réseau de neurones 11	1
0.5	1.1	1	logistique=0.4335, 11/50 erreurs=22%	réseau de neurones 21	1
0.5	1.1	1	logistique=0.3282, 7/50 erreurs=14%	réseau de neurones 31	1
0.5	1.1	1	logistique=0.2864, 5/50 erreurs=10%	réseau de neurones 41	1
0.5	1.1	1	logistique=0.2651, 3/50 erreurs=6%	réseau de neurones 51	1
0.5	1.1	1	logistique=0.2516, 3/50 erreurs=6%	réseau de neurones 61	1
0.5	1.1	1	logistique=0.2388, 3/50 erreurs=6%	réseau de neurones 71	1
0.5	1.1	1	logistique=0.2270, 3/50 erreurs=6%	réseau de neurones 81	1
0.5	1.1	1	logistique=0.2154, 2/50 erreurs=4%	réseau de neurones 91	1
0.5	1.1	1	logistique=0.2047, 2/50 erreurs=4%	réseau de neurones 101	1
0.5	1.1	1	logistique=0.1938, 2/50 erreurs=4%	réseau de neurones 112	1
0.5	1.1	1	logistique=0.1849, 2/50 erreurs=4%	réseau de neurones 122	1
0.5	1.1	1	logistique=0.1767, 2/50 erreurs=4%	réseau de neurones 132	1
0.5	1.1	1	logistique=0.1692, 2/50 erreurs=4%	réseau de neurones 142	1
0.5	1.1	1	logistique=0.1623, 1/50 erreurs=2%	réseau de neurones 152	1
0.5	1.1	1	logistique=0.1559, 1/50 erreurs=2%	réseau de neurones 162	1
0.5	1.1	1	logistique=0.1500, 1/50 erreurs=2%	réseau de neurones 172	1
0.5	1.1	1	logistique=0.1446, 1/50 erreurs=2%	réseau de neurones 182	1
0.5	1.1	1	logistique=0.1395, 1/50 erreurs=2%	réseau de neurones 192	1
0.5	1.1	1	logistique=0.1343, 1/50 erreurs=2%	réseau de neurones 202	1
0.5	1.1	1	logistique=0.1299, 1/50 erreurs=2%	réseau de neurones 212	1
0.5	1.1	1	logistique=0.1253, 1/50 erreurs=2%	réseau de neurones 223	1
0.5	1.1	1	logistique=0.1216, 1/50 erreurs=2%	réseau de neurones 233	1
0.5	1.1	1	logistique=0.1177, 1/50 erreurs=2%	réseau de neurones 243	1
0.5	1.1	1	logistique=0.1145, 1/50 erreurs=2%	réseau de neurones 253	1
0.5	1.1	1	logistique=0.1110, 1/50 erreurs=2%	réseau de neurones 263	1
0.5	1.1	1	logistique=0.1081, 1/50 erreurs=2%	réseau de neurones 273	1
0.5	1.1	1	logistique=0.1052, 1/50 erreurs=2%	réseau de neurones 283	1
0.5	1.1	1	logistique=0.1022, 1/50 erreurs=2%	réseau de neurones 293	1
0.5	1.1	1	logistique=0.0994, 1/50 erreurs=2%	réseau de neurones 303	1
0.5	1.1	1	logistique=0.0967, 1/50 erreurs=2%	réseau de neurones 313	1
0.5	1.1	1	logistique=0.0940, 1/50 erreurs=2%	réseau de neurones 323	1
0.5	1.1	1	logistique=0.0908, 1/50 erreurs=2%	réseau de neurones 334	1
0.5	1.1	1	logistique=0.0882, 1/50 erreurs=2%	réseau de neurones 344	1
0.5	1.1	1	logistique=0.0856, 1/50 erreurs=2%	réseau de neurones 354	1
0.5	1.1	1	logistique=0.0834, 1/50 erreurs=2%	réseau de neurones 364	1
0.5	1.1	1	logistique=0.0812, 0/50 erreurs=0%	réseau de neurones 374	1
0.5	1.1	1	logistique=0.0792, 0/50 erreurs=0%	réseau de neurones 384	1
