fill	y	x	showSelected1	PANEL
#00BFC4	-0.481748854896094	1000	validation	1
#F8766D	-0.382815985656544	1000	sous-entraînement	1
#00BFC4	-0.853208125931475	617	validation	2
#F8766D	-1.46810042181283	999	sous-entraînement	2
#00BFC4	0.903089986991944	8	validation	3
#F8766D	1.25527250510331	6	sous-entraînement	3
#00BFC4	0.778151250383644	34	validation	4
#F8766D	0.221476765312656	369	sous-entraînement	4
